adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,250,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",,51942,tt0119346,en,I Married a Strange Person!,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man and his ability and sees a way to achieve world domination if only the man can be taken alive. Animated movie by Bill Plympton.",0.817002,/y0AVFqJEk5FGk31TL7HDWficCE5.jpg,"[{'name': 'Bill Plympton Studios', 'id': 41680}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/28/1998,203,72,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,I Married a Strange Person!,FALSE,7.5,12
FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,940,tt0030341,en,The Lady Vanishes,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",6.078088,/edL8YmyR1BjICz3mp1fhUqSOPnF.jpg,"[{'name': 'Gainsborough Pictures', 'id': 1221}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7/26/1938,0,96,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Spies! Playing the game of love - and sudden death!,The Lady Vanishes,FALSE,7.5,183
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,36055,tt0017843,en,Easy Virtue,"Larita Filton is named as correspondent in a scandalous divorce case. She escapes to France to rebuild her life where she meets John Whittaker. They are later married, but John's well-to-do family finds out Larita's secret.",0.957802,/blrQSfCOBJAKxWptjRnVI3AYvH2.jpg,"[{'name': 'Gainsborough Pictures', 'id': 1221}]",[],3/5/1928,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Easy Virtue,FALSE,5.4,15
FALSE,,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,10220,tt0128442,en,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,8.783454,/j5IzmdWdO5CqgeoyJLZ1dO7w375.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Spanky Pictures', 'id': 1566}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/11/1998,22921898,121,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,Trust everyone... But always cut the cards.,Rounders,FALSE,6.9,451
FALSE,,25000000,"[{'id': 18, 'name': 'Drama'}]",,22256,tt0119934,en,Without Limits,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",3.643468,/3l6XZ9N9hOzVgXTsI2uYVFK0UPX.jpg,"[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/11/1998,777423,117,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,PRE. The way he competed. The way he lived his life.,Without Limits,FALSE,6.4,20
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,16384,tt0100212,en,My Blue Heaven,"FBI agent Barney Coopersmith is assigned to protect former Mafia figure turned informant Vincent Antonelli. In the witness protection program one is supposed to keep a low profile, but that is something that Antonelli has trouble doing. Coopersmith certainly has his hands full keeping Antonelli away from the Mafia hitmen who want to stop him testifying, not to mention the nightclubs...",5.451623,/4rTJLIBocmu1WjadfcZL2nsivZd.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/17/1990,0,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,The stars of Parenthood in comedy about an urban hood finding suburbanhood.,My Blue Heaven,FALSE,6,72
FALSE,,25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,24016,tt0100594,en,The Sheltering Sky,"An American couple (John Malkovich, Debra Winger) drift toward emptiness in postwar North Africa.",13.798247,/tT0YkWpOYM8YpG8GTJQ2qXjhqRa.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",10/24/1990,2075084,138,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,A woman's dangerous and erotic journey...,The Sheltering Sky,FALSE,6.4,51
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,3486,tt0080731,en,The Fiendish Plot of Dr. Fu Manchu,"Fu Manchu's 168th birthday celebration is dampened when a hapless flunky spills Fu's age-regressing elixir vitae. Fu sends his lackeys to round up ingredients for a new batch of elixir, starting with the Star of Leningrad diamond, nabbed from a Soviet exhibition in Washington. The FBI sends agents Capone and Williams to England to confer with Nayland Smith, an expert on Fu.",0.886041,/pXdDEY47CTvGgkz3XC06mV3F98L.jpg,"[{'name': 'Playboy Enterprises', 'id': 1431}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",8/8/1980,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,BEWARE! See this movie - An hour later you'll want to see it again!,The Fiendish Plot of Dr. Fu Manchu,FALSE,4.4,12
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,85837,tt0069966,en,Detroit 9000,"After a fundraiser for a black politician is robbed, Detroit police put two detectives, one white and one black, on the case, who try to work together under boiling political pressure.",0.37055,/kDrblsZBZCbDgmcYRPNMMDwNZ8e.jpg,"[{'name': 'Holly Hill Productions', 'id': 38609}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/1/1973,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's the murder capital of the world. And the biggest black rip-off of the decade.,Detroit 9000,FALSE,6,10
FALSE,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,2657,tt0120789,en,Pleasantville,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.",11.0874,/cKL23HqEEQis7Nbasr5kSyolbFZ.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Larger Than Life Productions', 'id': 1163}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/17/1998,0,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing is as simple as black and white.,Pleasantville,FALSE,7.1,498
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,8336,tt0120767,en,The Naked Man,No overview found.,0.942562,/tlQfxumzFJV6U31ckL3qLNdWDwO.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/2/1998,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Naked Man,FALSE,6,3
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,32081,tt0087932,en,The Pope of Greenwich Village,"Charlie and his troublesome cousin Paulie decide to steal $150000 in order to back a ""sure thing"" race horse that Paulie has inside information on. The aftermath of the robbery gets them into serious trouble with the local Mafia boss and the corrupt New York City police department.",4.652503,/k0RJkaPPerN0LZtQKIvxWQgakAF.jpg,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/22/1984,0,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Charlie and Paulie. Two dreamers fighting to get lucky.,The Pope of Greenwich Village,FALSE,6.4,40
FALSE,,2900000,"[{'id': 18, 'name': 'Drama'}]",,666,tt0140888,pt,Central do Brasil,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",4.919716,/uQj3kqTPOVnEFnWr7esi90ZyzTm.jpg,"[{'name': 'MACT Productions', 'id': 393}, {'name': 'Videofilms', 'id': 394}, {'name': 'Riofilm', 'id': 395}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",1/16/1998,5596708,113,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,He was looking for the father he never knew. She was looking for a second chance.,Central Station,FALSE,7.6,132
FALSE,,10000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,2042,tt0120070,en,Savior,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia,3.699017,/qaNzDwOnwyLO8cRG2J3CZAVM4E3.jpg,"[{'name': 'Initial Entertainment Group (IEG)', 'id': 7380}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/20/1998,0,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'sh', 'name': ''}]",Released,"He's fighting a war he doesn't believe in, hoping to find something he does.",Savior,FALSE,7.1,29
FALSE,,5000000,"[{'id': 35, 'name': 'Comedy'}]",,8130,tt0089017,en,Desperately Seeking Susan,"Roberta is a bored suburban housewife who is fascinated with a woman, Susan, she only knows about by reading messages to and from her in the personals section of the newspaper. This fascination reaches a peak when an ad with the headline ""Desperately Seeking Susan"" proposes a rendezvous. Roberta goes too, and in a series of events involving amnesia and mistaken identity, steps into Susan's life.",8.679349,/7aT69yN6Y0m0GQjocEnSk4kESdd.jpg,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/29/1985,27400000,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Roberta is desperate to be Susan. Susan is wanted by the mob. The mob finds Roberta instead...,Desperately Seeking Susan,FALSE,6,99
FALSE,"{'id': 9435, 'name': 'Babe Collection', 'poster_path': '/jgnah0k4AumfcZE4HHMJywYHvG6.jpg', 'backdrop_path': '/zRWuGdIlkWqXMQcs1t3sPy1XQ6x.jpg'}",90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,9447,tt0120595,en,Babe: Pig in the City,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",6.229629,/yjZ3d2mKC94Lz0XGJYGRbAOrA4Q.jpg,"[{'name': 'Kennedy Miller Productions', 'id': 2537}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",11/25/1998,69131860,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This little pig went to the city...,Babe: Pig in the City,FALSE,5.3,312
FALSE,,50000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",,13764,tt0089961,en,Santa Claus: The Movie,"The first half of this film, set hundreds of years ago, shows how the old man who eventually became Santa Claus was given immortality and chosen to deliver toys to all the children of the world. The second half moves into the modern era, in which Patch, the head elf, strikes out on his own and falls in with an evil toy manufacturer who wants to corner the market and eliminate Santa Claus.",11.690532,/eYQ4c6NhU59YGRsH6kp1oKZHhNt.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Calash Corporation', 'id': 12958}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/29/1985,23717291,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Guess Who's Coming To Town!,Santa Claus: The Movie,FALSE,6.1,58
FALSE,"{'id': 1575, 'name': 'Rocky Collection', 'poster_path': '/mCY5dMkSSFQufGCViI6jNUU6pXq.jpg', 'backdrop_path': '/w4h6gjdWPvmu5R9H6zeGDPo1ZuV.jpg'}",42000000,"[{'id': 18, 'name': 'Drama'}]",,1375,tt0100507,en,Rocky V,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",14.007329,/5P2RiuLt31mWyb6duww8qlAhs6G.jpg,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/18/1990,119946358,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Go for it!,Rocky V,FALSE,5.3,688
FALSE,,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,15196,tt0088930,en,Clue,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises.",7.720009,/suzDcrxpuNPDnBwOOy8vBLsygwp.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Debra Hill Productions', 'id': 498}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'The Guber-Peters Company', 'id': 4357}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/13/1985,14643997,94,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"Seven Suspects, Six Weapons, Five Bodies and Three Endings.",Clue,FALSE,7.1,377
FALSE,,65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://youvegotmail.warnerbros.com,9489,tt0128853,en,You've Got Mail,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business.",10.237996,/2XIsqnCwEE3Uf5TlP9H68STgtk6.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/17/1998,250821495,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Someone you pass on the street may already be the love of your life.,You've Got Mail,FALSE,6.3,859
FALSE,,52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,8741,tt0120863,en,The Thin Red Line,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",9.783966,/jGDK6eM6vb8VEUmR0ZoaghcCG8f.jpg,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Geisler-Roberdeau', 'id': 23660}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/25/1998,98126565,170,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Every man fights his own war.,The Thin Red Line,FALSE,7.2,793
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,24525,tt0119336,en,Hurlyburly,"Based on a play by David Rabe, Hurlyburly is about the intersecting lives of several Hollywood players and wannabes, whose dysfunctional personal lives are more interesting than anything they're peddling to the studios.",7.352493,/zPIYrJX7yTtFGxrlorSX3FTYseo.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'FilmColony', 'id': 1811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/25/1998,0,122,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hurlyburly,FALSE,5.6,22
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://www.oscarwilde.com/,11365,tt0120514,en,Wilde,"The story of Oscar Wilde, genius, poet, playwright and the First Modern Man. The self-realisation of his homosexuality caused Wilde enormous torment as he juggled marriage, fatherhood and responsibility with his obsessive love for Lord Alfred Douglas.",3.895735,/kHz267QPNMtKJnVkZ9DGkDRWv7G.jpg,"[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'capitol international', 'id': 23708}, {'name': 'Dove International', 'id': 93549}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/1/1997,0,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Loved for being unique. Hated for being different.,Wilde,FALSE,6.7,62
FALSE,"{'id': 340623, 'name': 'The Gate Collection', 'poster_path': '/89oZitdH02NTV7VxKLOmFh427pT.jpg', 'backdrop_path': '/qqE3mix2IqkZivHf2MyfjpCajrD.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]",,40729,tt0099636,en,The Gate II: Trespassers,It's been five years since Terry's friend Glen discovered The Gate to hell in his backyard. Glen has now moved away and Terry begins practicing rituals in Glen's old house and eventually bringing back demons through The Gate and leading to demoniac possession and near world domination.,1.214091,/yuuq5cL4bzGS20kokvCL4HEcEx.jpg,"[{'name': 'Epic Productions', 'id': 1988}, {'name': 'Vision PDG', 'id': 4109}, {'name': 'Alliance Entertainment', 'id': 10166}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/24/1990,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's only one thing more terrifying than the first visit. The second.,The Gate II: Trespassers,FALSE,5.3,16
FALSE,,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,192,tt0091605,en,The Name of the Rose,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",11.469751,/dk3Vmp86t4lacnI3sQuU9ihOCUh.jpg,"[{'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Les Films Ariane', 'id': 7110}, {'name': 'RAI Radiotelevisione Italiana', 'id': 20091}, {'name': 'Cristaldifilm', 'id': 45693}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",9/24/1986,77200000,130,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,"Who, in the name of God, is getting away with murder?",The Name of the Rose,FALSE,7.2,739
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,18588,tt0090567,en,52 Pick-Up,"Harry Mitchell is a successful Los Angeles manufacturer whose wife is running for city council. His life is turned upside down when three blackmailers confront him with a video tape of him with his young mistress and demand $100,000. Fearing that the story will hurt his wife's political campaign if he goes to the police, Harry pretends that he will pay the men, but does not follow through.",15.921964,/vNSp1QB0mJtBVCDtcb4UY0mNYAB.jpg,"[{'name': 'Cannon Group', 'id': 1444}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/7/1986,5186646,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They shouldn't have blackmailed Harry Mitchell. He made them pay - in blood...,52 Pick-Up,FALSE,5.8,23
FALSE,,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,26425,tt0123221,en,Just the Ticket,"Gary Starke is one of the best ticket scalpers in New York City. His girlfriend, Linda, doesn't approve of his criminal lifestyle, though, and dumps him when she gets the opportunity to study cooking in Paris. Gary realizes that he has to give up scalping if he has any chance of winning her back. But before he does, he wants to cash out on one last big score. He gets his chance when the pope announces he'll be performing Easter Mass at Yankee Stadium.",1.165752,/bjIhtZCJL7prIQeUSNxYpS3Tn8L.jpg,"[{'name': 'Canal+', 'id': 5358}, {'name': 'CineSon Entertainment', 'id': 16647}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2/26/1999,0,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Irresponsible, Unreliable, Unpredictable and totally Irresistible.",Just the Ticket,FALSE,5.8,8
FALSE,,14000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,5919,tt0072308,en,The Towering Inferno,"At the opening party of a colossal - but poorly constructed - office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",7.469056,/atGCmFz8L5KmmVmP4kFcrS1vCyd.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Irwin Allen Productions', 'id': 14024}, {'name': 'United Films', 'id': 48543}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/14/1974,116000000,159,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The world's tallest building is on fire. You are there on the 135th floor ... no way down ... no way out.,The Towering Inferno,FALSE,7.1,230
FALSE,,38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,30943,tt0120646,en,The Deep End of the Ocean,"Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss.",5.78468,/iUBMUUqBMPRQ7fCOtCsmBaFBPCB.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mandalay Entertainment', 'id': 1236}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/12/1999,28121100,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The search for her son was over. The search for her family was just beginning.,The Deep End of the Ocean,FALSE,6,58
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,107946,tt0125778,en,Harvest,"A DEA agent and a local sheriff have to wrestle with their consciences as they start raids on local farmers, who have started growing marijuana simply to keep their farms operational. Story focuses on a young man, who accidentally discovers that his straight-laced parents are involved in the marijuana cultivation.",0.00118,/lyNbqutrWk3P2mw2IDakgZoxOlW.jpg,[],[],1/9/1999,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Harvest,FALSE,0,0
FALSE,,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,9540,tt0094964,en,Dead Ringers,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",5.53202,/9ZGBwiWIvN9KmHaLeSS5it44G21.jpg,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'Mantle Clinic II', 'id': 47396}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/23/1988,8038508,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two bodies. Two minds. One soul.,Dead Ringers,FALSE,7,176
FALSE,,6000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,11660,tt0154506,en,Following,"A struggling, unemployed young writer takes to following strangers around the streets of London, ostensibly to find inspiration for his new novel.",5.283661,/uoWnnSlUIWjqUXxfIej3ucAxg7J.jpg,"[{'name': 'Syncopy', 'id': 9996}, {'name': 'Next Wave Films', 'id': 13028}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/12/1998,48482,69,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Following,FALSE,7.2,363
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,139445,tt0128370,en,Nô,"Robert Lepage directed this Canadian comedy, filmed in black and white and color and adapted from Lepage's play The Seven Branches of the River Ota. In October 1970, Montreal actress Sophie (Anne-Marie Cadieux) appears in a Feydeau farce at the Osaka World's Fair. Back in Montreal, her boyfriend Michel (Alexis Martin) watches the October Crisis on TV and sees Canadian Prime Minister Trudeau declare the War Measures Act. The Canadian Army patrols Montreal streets. Sophie learns she's pregnant and phones Michel. However, Michel is immersed in politics, while Sophie rejects the amorous advances of her co-star (Eric Bernier), becomes friendly with a blind translator, and passes an evening with frivolous Canadian embassy official Walter (Richard Frechette) and his wife Patricia (Marie Gignac). Meanwhile, in Montreal, Michael plots terrorist activities. Commenting on East-West cultural distinctions, the film intercuts between Quebec (in black and white) and Japan (in color).",0.187537,/wzsQVRTdzcKtO4Tlzd8dKl0jD5V.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",5/26/1998,0,85,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Nô,FALSE,7,1
FALSE,"{'id': 1733, 'name': 'The Mummy Collection', 'poster_path': '/4UMn5KmXopgpkC862Ms3t5j1sXl.jpg', 'backdrop_path': '/1BeKi6IytbfQlQocJSvP2k6sO1a.jpg'}",80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",http://www.mummyvideo.com/,564,tt0120616,en,The Mummy,"Dashing legionnaire Rick O'Connell and his companion, Beni stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death – his body will remain undead for all eternity as a punishment for a forbidden love.",23.984065,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Alphaville Films', 'id': 11462}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/16/1999,415885488,124,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ar', 'name': 'العربية'}]",Released,The legend you know. The adventure you have yet to imagine.,The Mummy,FALSE,6.6,2796
